920.23,963
929.06,987
1116.6,1024
1073.6,1073
1070.6,1134
1293.8,1208
1241.9,1290
1522,1373
1380.1,1443
1425.6,1485
1423.1,1486
1479.6,1444
1503.5,1373
1324.6,1288
1273.2,1196
1232.5,1107
1016.2,1029
1055.9,961
892.55,905
1065,855
850.03,824
753.45,808
822.04,812
755.71,829
701.58,854
913.98,879
923.29,900
978.4,913
832.5,917
833.49,914
853.92,903
796.43,897
1161.1,892
928.15,891
823.69,889
932.43,890
1011,888
955.76,888
981.66,890
942.07,894
744.29,895
821.01,897
999.98,894
870.19,890
912.92,887
940.49,885
782.86,885
903.01,884
841.52,885
741.58,889
931.32,892
808.59,893
844.72,895
764.08,898
837.7,898
945.95,902
1061.2,904
791.85,905
940.53,906
957.34,905
1011.4,907
1037,911
803.41,914
924.14,918
1049.1,926
988.51,934
1077,937
1062.6,941
1178.4,944
684,946
914.81,948
918.14,952
816.64,959
910.88,963
1114.2,972
981.93,976
1079.1,983
1152.5,989
962.97,992
951.04,992
862.29,994
972.27,1000
933.53,1005
987.07,1009
996.44,1019
953.16,1026
917.53,1032
1000.2,1038
1047.5,1046
962.43,1052
1093.2,1058
1050.6,1065
1041.9,1068
1163.2,1072
1305.6,1075
1161.8,1077
1144.3,1080
1085.5,1085
1103,1090
0,1095
1043.7,1099
950.74,1100
1140.9,1098
1024.8,1095
1129.4,1090
1004.9,1088
960.66,1086
943.66,1084
1113.1,1085
1278.5,1083
1098,1078
1121.1,1072
1082.4,1068
1084,1061
1295.5,1059
977.87,1056
1037.1,1053
980.63,1048
1112.4,1041
1057.5,1032
989.27,1022
1090.2,1016
913.43,1014
1025.9,1014
1033,1013
1166.4,1009
1056.9,1003
996.31,993
850.83,985
828.91,976
1028.1,969
895.98,966
941.88,966
878.06,965
980.16,962
981.79,959
1128.5,954
1130.8,949
1050.2,944
1047.4,939
821.03,938
1065.6,938
840.84,935
773.05,933
1246.6,930
959.87,928
861.71,928
931.79,931
941.9,935
730,937
868.44,940
994.93,942
943.55,940
774.71,941
889.85,939
922.99,938
946.13,938
775.12,943
970.53,945
1099.9,947
788.73,948
988.88,945
1078.4,944
986.03,948
1010.9,952
912.5,960
950.48,969
860.53,975
963.85,976
923.74,979
915.2,981
1129.7,985
981.29,993
1061,998
1038.5,1001
901.51,1003
807.01,996
844.62,988
1004.6,977
930.88,961
1026,950
904.01,942
803.77,936
940.63,931
1038.1,928
953.54,927
905.4,924
879.91,922
1046.8,920
1012.4,921
878.03,921
785.36,920
827.64,919
951.33,918
808.74,918
883.3,922
916.76,929
861.02,927
865.55,928
905.37,928
868.92,924
787.77,922
992.66,919
826.05,918
1023.5,920
886.66,921
889.21,920
1044.6,915
936.11,910
864.77,905
824.3,907
870.28,922
995.99,956
1097.7,1013
1086.8,1082
1115.7,1165
1286.5,1253
1406.1,1339
1366.8,1409
1610.3,1466
1458.6,1495
1576.8,1487
1541.8,1445
1379.7,1374
1272.5,1281
1263.2,1176
889.63,1070
970.37,967
887.91,881
852.56,816
691.51,780
627.98,769
520.16,784
864.51,810
945.8,838
816.57,861
1111.9,874
817.9,882
749.87,881
861.43,876
881.58,871
932.24,864
872.1,860
781.64,858
706.7,859
802.33,861
724.63,861
934.36,862
851.64,862
673.7,859
891.56,855
758.76,851
985.04,850
855.22,850
873.92,851
774.26,853
908.3,856
864.49,858
877.62,856
819.97,852
914.34,850
605.08,849
865.57,849
954.82,850
835.93,855
914.81,857
799.45,859
877.27,860
803.6,862
977.5,863
913.99,867
1008.6,871
868.82,873
870.07,876
907.33,876
1020.8,876
636.99,876
712.34,880
1012.7,886
1083.4,894
878.52,899
1038.4,903
1123,906
928.97,910
861.45,907
862.28,910
890.39,916
1002.9,923
912.94,930
1138.7,935
909.03,943
873.41,945
1005.5,951
980.53,957
1010.3,964
758.61,968
958,973
793.65,977
999.53,981
0,983
1105,987
1067.3,992
1046.4,998
1082.5,1005
0,1013
1015.1,1019
1124,1022
1133.7,1025
978.92,1026
844.27,1024
797.47,1027
864.74,1027
928.99,1029
1078.7,1034
957.42,1035
1028.5,1037
1069.9,1033
892.38,1031
943.98,1029
952.06,1027
942.82,1023
975.08,1019
1095.7,1017
960.25,1011
1073.4,1004
1032,998
1015.2,996
1088.5,991
1207,993
1134.7,988
825.6,984
1030,977
845.32,970
759.92,961
833.93,955
729.81,948
832.87,946
1080.4,945
893.35,941
1210.1,942
974.08,935
1032.4,932
915.4,930
901.04,929
847.66,926
940.08,924
773.71,922
835.99,921
813.08,920
938.83,922
1074.6,923
1142.8,927
756.43,932
968.67,934
869.59,935
824.85,933
942.34,932
881.81,929
931.11,926
1006.9,930
839.45,933
925.73,941
775.96,946
915.67,954
1060.9,962
790.43,965
1005.1,966
834.8,970
991.9,970
928.97,974
949.15,977
816.61,977
887.89,979
957.7,977
986.17,979
956.87,976
906.88,971
1102.9,970
944.55,964
875.41,953
862.14,938
918.44,926
1008.9,916
864.54,907
989.16,902
926.65,904
848.67,905
825.28,907
923.73,906
896.67,907
816.5,907
824.57,904
957.91,904
954.17,902
872.86,904
987.61,905
867.01,902
891.45,903
1025.5,902
848.01,902
698.7,903
774.11,903
935.08,906
886.42,908
1183.1,908
763.49,905
875.61,900
898.03,894
750.62,888
991.92,884
957.39,883
1042.3,888
970.75,902
571.98,927
868.29,965
1048.2,1017
1001.5,1083
1187.3,1159
1241.4,1248
1281.3,1336
1418.8,1412
1509.3,1458
1574.3,1460
1332.6,1422
1298.8,1356
1196.9,1269
1261.8,1177
1246.3,1089
1121.6,1016
1081.1,947
909.93,885
754.83,835
872.97,805
974.64,802
864.61,814
931.92,839
711.65,866
939.11,882
871.61,887
937.33,882
999.68,872
799.06,863
1009.6,859
761.66,856
860.08,856
888.7,858
970.68,864
830.69,863
767.41,861
999.66,858
893.26,857
662.63,854
885.99,854
680.94,851
928.09,849
986.72,848
828.72,847
756.16,847
968.69,846
796.93,848
768.15,850
727.82,854
706.24,853
878.58,851
815.83,849
928.85,850
841.33,847
825.03,846
675.85,848
775.45,853
869.44,859
816.19,859
989.5,862
680.86,864
848.88,867
877.46,866
798.76,871
884.2,873
1044.1,878
774.96,880
847.91,883
744.09,886
960.79,888
772.39,893
813.18,899
1048.3,906
994.34,912
842.4,918
1025.7,924
861.09,927
940.6,930
1119.4,936
1168.7,943
906.68,951
958,961
