1071.9,968
1039.8,979
962.7,986
971.05,992
917.6,996
773.8,1001
991.33,1007
895.21,1015
999.21,1022
1278.8,1032
1042.4,1039
1191,1040
936.93,1048
1179.6,1052
891.64,1059
1036,1064
1099.1,1070
1134,1072
1065.6,1078
969.78,1078
954.23,1076
1004.8,1077
974.08,1076
1022.1,1080
986.95,1082
1210.2,1086
1116,1089
1117.3,1089
1000.1,1084
1104.7,1077
1102.3,1070
973.4,1067
944.08,1063
872.51,1066
1152.3,1065
960.79,1062
1067.7,1063
1064.3,1056
1060.1,1051
980.18,1044
1020.4,1043
1008.3,1039
1172,1037
921.38,1037
1009.4,1030
1131.6,1025
1062.1,1020
906.18,1015
1089.3,1010
736.82,1007
956.74,1006
1162.8,1006
1049.8,1000
1077.2,998
983.7,993
950.98,989
1055.6,986
1218.7,987
961.16,988
1133.7,990
939.07,993
950.99,994
1057.1,992
899.79,990
1082.2,988
817.67,986
743.93,986
974.11,990
1026.9,994
1126.5,999
1015,1003
1102.4,1007
1033.1,1009
1081.9,1014
919.12,1016
1013.4,1021
965.22,1025
1005.3,1029
1261.7,1032
891.58,1032
1034.4,1031
1000.9,1033
1069.9,1032
1212.3,1033
1122.2,1031
957.31,1023
872.62,1016
1088.8,1004
889.79,989
907.47,979
1015.5,969
807.76,960
1114.6,959
969.28,959
933.59,957
1040.8,960
1039.6,959
932.08,957
1065.2,955
992.73,956
1065,955
978.35,952
933.89,953
1125.9,951
0,951
1013.3,950
1149.2,947
904.67,946
1007.5,944
980.96,949
915.18,950
951.64,952
1013.8,952
1180.8,948
1034.6,946
915.59,940
738.69,936
960.91,936
959.1,933
851.85,931
1032.9,932
978.09,939
1016.7,958
939.38,988
970.61,1039
1064.3,1111
1086.9,1198
1238.7,1291
1458.7,1386
1236.5,1462
1326.8,1504
1507.7,1505
1503.8,1471
1321.1,1416
1395.6,1342
1392.9,1267
1260.4,1192
969.66,1126
988.94,1062
915.62,1001
905.12,939
824.87,892
779.84,864
1051,860
841.7,875
886.76,902
951.64,923
759.78,933
819.84,934
975.99,929
952.14,917
793.9,910
1018.6,906
899.33,906
919.17,905
917.93,907
854,909
726.87,910
892.91,906
746.5,903
885.53,902
922.73,902
922.8,903
763.37,902
937.66,901
777.95,899
924.17,899
958.32,898
1059.8,900
697.92,903
988.93,906
891.78,908
900.47,908
850.76,907
929.42,906
877.14,903
840.12,902
849.14,903
967.63,906
961.16,912
1027.1,917
957.29,921
908.41,923
814.16,928
964.48,933
905.34,936
964.15,942
1036.5,949
904.72,954
910.77,959
933.08,959
987.26,966
1175.7,972
890.71,978
1119,985
971.46,993
1091.8,1002
1016,1010
961.58,1015
1000.1,1026
1127.9,1032
1165.7,1039
1145.1,1049
1002.6,1059
942.12,1071
1122.1,1082
1140.8,1088
845.74,1097
1105.4,1103
1316.6,1107
1093.2,1112
1056.6,1121
1028.2,1129
957.9,1139
1097.1,1146
1181.1,1151
1059.6,1158
1187.3,1162
1242.8,1164
1107.7,1167
1218.2,1169
1230.5,1174
1173.7,1178
1374.6,1179
1048.8,1176
1205.5,1178
1084.3,1177
1103.8,1176
1221.1,1177
1287.3,1178
1195,1178
1307.5,1177
1084,1177
1204.8,1171
1112.9,1166
1087.3,1163
893.84,1157
1230,1154
1341.5,1154
1201,1151
1287.6,1150
1153.9,1148
1020,1143
1049.8,1137
1050.7,1131
1236.2,1126
1073,1121
1125.1,1116
977.69,1111
1086.7,1105
939.41,1102
1025.8,1096
1168.9,1093
1258,1087
1129.5,1081
1088.7,1079
1181.3,1074
1141.8,1069
818.11,1063
877.84,1057
969.66,1053
958.64,1046
879.98,1040
969.17,1037
941.88,1035
1143,1033
969,1030
899.4,1027
982.37,1024
953.5,1022
1048.2,1022
998.87,1022
872.45,1021
1081,1023
988.6,1025
969,1029
943.82,1029
1111.4,1032
1021.1,1032
876.72,1032
1248.1,1031
997.83,1032
1064.1,1037
1077.5,1042
914.35,1045
1171.1,1049
1078.1,1053
1071.4,1057
1193.1,1058
1078.9,1063
899.77,1072
1076.4,1078
1199.7,1083
1207.3,1086
1114.5,1088
913.65,1083
1190.6,1081
1073.3,1079
1095.2,1076
1203.1,1075
1109.3,1069
686.78,1059
882.63,1049
951.2,1034
0,1023
1028.3,1013
1016.2,1001
931.69,1001
1117.9,1001
923.19,1002
969.44,1004
937.26,1004
911.35,1001
1001.5,996
854.58,994
960.78,992
1082,999
1080.4,999
806.39,1001
1037.7,997
949.2,995
1037.1,992
1009.2,992
959.39,991
991.67,993
1058.8,998
1071.6,999
927.03,1002
867.26,1000
955.09,997
1094,992
1022.3,988
1024.4,985
941.75,986
921.43,998
1223.7,1016
1039.5,1050
1100.7,1104
1141.6,1169
1253,1246
1299,1331
1309.6,1414
1532.3,1483
1673,1529
1554.5,1536
1431.6,1506
1454.6,1449
1481,1379
1484.3,1306
1090.5,1231
1168.4,1157
1038.7,1082
1065.5,1011
960.89,944
832.14,891
676.28,857
721.58,843
796.36,857
853.63,881
1028.6,911
877.54,937
989.2,952
1045.6,955
975.17,952
952.48,944
875.95,937
1016.1,932
1093.9,931
977.55,930
959.73,929
953.54,930
1031.4,928
893.91,927
872.78,924
980.19,927
896.35,927
1015.2,926
777.61,924
1054.6,922
847.94,921
940.85,917
870.21,917
987.36,916
778.25,920
814.27,921
1087.2,924
829.46,927
856.16,926
932.23,926
849.13,929
946.67,932
1050.6,933
940.87,934
1109.6,937
795.03,940
915.54,944
859.6,947
987.85,951
827.83,954
782.04,958
923.65,963
784.5,966
881.19,971
918.27,973
807.96,975
1031.4,975
1009.6,979
923.29,986
852.77,992
970.47,998
989.21,1006
792.71,1010
1146.7,1016
1065.6,1022
854.65,1030
1233.8,1036
1027.6,1043
901.66,1049
964.4,1057
1090.3,1064
922.02,1066
1022.6,1070
1063.8,1074
1039.5,1082
1110.4,1090
1028.8,1100
1084.9,1110
1134.1,1115
895.99,1118
928.18,1120
1015.3,1122
1134,1126
1148.3,1128
1057.9,1131
1264.2,1133
1251.3,1138
1120.3,1138
1465.6,1133
1090.5,1127
1223.3,1125
1113.7,1120
948.51,1121
1308,1120
1011.6,1118
1120.4,1113
1300.1,1108
1166.3,1102
1136.1,1099
1080.5,1095
1113.5,1089
1273,1084
1029.9,1076
1044.8,1067
1012.4,1058
1011.8,1053
1031.8,1049
1106.9,1045
1052.8,1044
965.93,1042
1200.2,1035
941.04,1028
987.96,1021
1021,1013
836.78,1005
898.09,999
865.63,995
726.57,993
1203.3,990
911.96,985
1065,981
980.72,979
878.59,978
973.96,978
1018.5,978
862.72,977
1097.8,978
1093.7,974
961.26,971
1029.4,968
848.14,970
1029.2,972
961.17,974
1137.9,977
884.29,980
1179.2,978
979.01,977
1019.6,975
1120,975
1084.3,974
888.41,976
886.48,978
889.52,981
1091.5,984
975.43,989
952.53,997
1006.3,998
1112.6,1009
999.11,1015
1046.9,1016
787.46,1019
953.24,1020
913.34,1020
961.08,1025
953.8,1030
992.79,1035
